dt,name,code,pos_score
2018.01.24,LG이노텍,'011070,0.778
2018.01.24,이수앱지스,'086890,0.75
2018.01.24,LG생활건강,'051900,0.804
2018.01.24,알테오젠,'196170,0.583
2018.01.24,삼성SDI,'006400,0.818
2018.01.24,썸에이지,'208640,0.667
2018.01.24,엘앤케이바이오,'156100,0.632
2018.01.24,이노션,'214320,0.667
2018.01.24,제일기획,'030000,0.625
2018.01.24,바이넥스,'053030,0.571
2018.01.24,LG디스플레이,'034220,0.333
2018.01.25,한화손해보험,'000370,0.636
2018.01.25,포스코 ICT,'022100,0.722
2018.01.25,아이엔지생명,'079440,0.67
2018.01.25,현대해상,'001450,0.556
2018.01.25,삼성화재,'000810,0.606
2018.01.25,POSCO,'005490,0.778
2018.01.25,포스코대우,'047050,0.778
2018.01.25,메리츠화재,'000060,0.667
2018.01.25,DB손해보험,'005830,0.667
2018.01.25,S&amp;T모티브,'064960,0.4
2018.01.25,한화생명,'088350,0.667
2018.01.25,삼성생명,'032830,0.667
2018.01.25,동양생명,'082640,0.4
2018.01.26,매일유업,'267980,0.857
2018.01.26,기아차,'000270,0.5
2018.01.26,현대차,'005380,0.571
2018.01.26,현대차,'005380,0.25
2018.01.26,NAVER,'035420,0.667
2018.01.26,대림산업,'000210,0.429
2018.01.26,에스원,'012750,0.333
2018.01.26,LS,'006260,0.769
2018.01.26,LG전자,'066570,0.667
2018.01.26,현대차,'005380,0.818
2018.01.26,현대모비스,'012330,0.333
2018.01.26,NAVER,'035420,0.833
2018.01.26,휴켐스,'069260,0.714
2018.01.26,롯데정밀화학,'004000,0.714
2018.01.26,호텔신라,'008770,0.667
2018.01.26,현대차,'005380,0.5
2018.01.26,기아차,'000270,0.5
2018.01.26,SK하이닉스,'000660,0.857
2018.01.26,현대모비스,'012330,0.429
2018.01.26,대림산업,'000210,0.571
2018.01.26,씨트리,'047920,0.667
2018.01.26,POSCO,'005490,0.667
2018.01.26,LG전자,'066570,0.75
2018.01.26,NAVER,'035420,0.667
2018.01.26,현대모비스,'012330,0.667
2018.01.29,신세계,'004170,0.769
2018.01.29,현대위아,'011210,0.375
2018.01.29,현대건설,'000720,0.667
2018.01.29,현대제철,'004020,0.657
2018.01.29,현대제철,'004020,0.667
2018.01.29,동운아나텍,'094170,0.667
2018.01.29,현대위아,'011210,0.4
2018.01.29,현대위아,'011210,0.6
2018.01.29,삼영이엔씨,'065570,0.786
2018.01.29,뉴로스,'126870,0.67
2018.01.29,현대건설,'000720,0.667
2018.01.29,이마트,'139480,0.833
2018.01.29,현대제철,'004020,0.667
2018.01.29,일진다이아,'081000,0.75
2018.01.30,바이오니아,'064550,0.818
2018.01.30,GS건설,'006360,0.571
2018.01.30,S-Oil,'010950,0.833
2018.01.30,동성제약,'002210,0.894
2018.01.30,한미약품,'128940,0.667
2018.01.30,S-Oil,'010950,0.571
2018.01.30,코오롱플라스틱,'138490,0.667
2018.01.31,현대산업,'012630,0.857
2018.01.31,텔코웨어,'078000,0.833
2018.01.31,현대글로비스,'086280,0.667
2018.01.31,서울반도체,'046890,0.786
2018.01.31,제일기획,'030000,0.667
2018.02.01,LG화학,'051910,0.667
2018.02.01,SK이노베이션,'096770,0.667
2018.02.01,아모레퍼시픽,'090430,0.625
2018.02.01,아모레퍼시픽,'090430,0.667
2018.02.01,LG상사,'001120,0.333
2018.02.01,삼성전기,'009150,0.667
2018.02.01,LG화학,'051910,0.667
2018.02.01,SK이노베이션,'096770,0.667
2018.02.01,맥쿼리인프라,'088980,0.667
2018.02.01,삼성전자,'005930,0.545
2018.02.02,캔서롭,'180400,0.958
2018.02.02,금호석유,'011780,0.952
2018.02.02,유티아이,'179900,0.857
2018.02.02,파나진,'046210,0.75
2018.02.02,롯데케미칼,'011170,0.909
2018.02.02,메리츠종금증권,'008560,0.807
2018.02.02,금호석유,'011780,0.75
2018.02.02,KT&amp;G,'033780,0.625
2018.02.02,씨젠,'096530,0.857
2018.02.02,LG유플러스,'032640,0.8
2018.02.05,하나금융지주,'086790,0.833
2018.02.05,솔브레인,'036830,0.857
2018.02.05,종근당,'185750,0.75
2018.02.05,와이솔,'122990,0.739
2018.02.05,에이스테크,'088800,0.786
2018.02.05,하나금융지주,'086790,1.0
2018.02.05,이노와이어리스,'073490,0.667
2018.02.05,텔코웨어,'078000,0.8
2018.02.05,유니테스트,'086390,0.833
2018.02.05,싸이맥스,'160980,0.667
2018.02.05,대한광통신,'010170,0.81
2018.02.05,DGB금융지주,'139130,0.75
2018.02.05,이노인스트루먼트,'215790,0.833
2018.02.05,RFHIC,'218410,0.833
2018.02.05,삼지전자,'037460,0.964
2018.02.05,서진시스템,'178320,0.571
2018.02.06,대아티아이,'045390,0.667
2018.02.06,아모텍,'052710,0.857
2018.02.06,메리츠화재,'000060,0.667
2018.02.06,컴투스,'078340,0.667
2018.02.06,SKC,'011790,0.667
2018.02.06,휴온스,'243070,0.952
2018.02.06,컴투스,'078340,0.667
2018.02.06,SK텔레콤,'017670,0.667
2018.02.07,OCI,'010060,1.0
2018.02.07,넷마블게임즈,'251270,0.6
2018.02.07,SK디앤디,'210980,0.571
2018.02.07,제주항공,'089590,0.857
2018.02.07,고려아연,'010130,0.667
2018.02.07,KT,'030200,0.667
2018.02.07,만도,'204320,0.857
2018.02.07,KT,'030200,0.667
2018.02.07,넷마블게임즈,'251270,0.714
2018.02.07,제주항공,'089590,0.667
2018.02.08,동아에스티,'170900,0.667
2018.02.08,대우건설,'047040,0.5
2018.02.08,삼성엔지니어링,'028050,0.429
2018.02.08,신한지주,'055550,0.5
2018.02.08,아시아나항공,'020560,0.4
2018.02.08,아비코전자,'036010,0.833
2018.02.08,오스템임플란트,'048260,0.667
2018.02.08,두산인프라코어,'042670,0.833
2018.02.08,세아베스틸,'001430,0.75
2018.02.08,엔씨소프트,'036570,0.8
2018.02.08,CJ프레시웨이,'051500,0.667
2018.02.08,대우건설,'047040,0.4
2018.02.08,CJ E&amp;M,'130960,0.667
2018.02.08,동원산업,'006040,0.667
2018.02.08,에스티아이,'039440,0.833
2018.02.08,신한지주,'055550,0.75
2018.02.08,엔씨소프트,'036570,0.667
2018.02.08,엔씨소프트,'036570,0.667
2018.02.08,두산인프라코어,'042670,0.667
2018.02.08,두산밥캣,'241560,0.75
2018.02.08,CJ헬로,'037560,0.67
2018.02.09,팬오션,'028670,0.778
2018.02.09,코오롱플라스틱,'138490,0.667
2018.02.09,바텍,'043150,0.833
2018.02.09,카카오,'035720,0.429
2018.02.09,원익QnC,'074600,0.891
2018.02.09,한국타이어,'161390,0.75
2018.02.09,더블유게임즈,'192080,0.714
2018.02.09,CJ제일제당,'097950,0.667
2018.02.09,KB금융,'105560,0.8
2018.02.09,하이비젼시스템,'126700,0.857
2018.02.09,롯데케미칼,'011170,0.857
2018.02.09,한국타이어,'161390,0.714
2018.02.09,게임빌,'063080,0.625
2018.02.09,카카오,'035720,0.667
2018.02.09,한섬,'020000,0.723
2018.02.09,인터로조,'119610,0.75
2018.02.09,우리은행,'000030,0.5
2018.02.12,한온시스템,'018880,0.857
2018.02.12,NHN엔터테인먼트,'181710,0.667
2018.02.12,SK머티리얼즈,'036490,0.571
2018.02.12,기업은행,'024110,0.667
2018.02.12,금호석유,'011780,0.667
2018.02.12,한라,'014790,0.75
2018.02.12,현대중공업,'009540,0.375
2018.02.12,코오롱인더,'120110,0.4
2018.02.12,금호산업,'002990,0.667
2018.02.12,원익IPS,'240810,0.667
2018.02.12,슈프리마,'236200,0.875
2018.02.12,현대미포조선,'010620,0.692
2018.02.12,아이콘트롤스,'039570,0.333
2018.02.13,SK머티리얼즈,'036490,0.667
2018.02.13,현대미포조선,'010620,0.667
2018.02.13,NHN엔터테인먼트,'181710,0.778
2018.02.13,코웨이,'021240,0.667
2018.02.13,대우건설,'047040,0.667
2018.02.13,대한유화,'006650,0.857
2018.02.13,현대중공업,'009540,0.25
2018.02.14,오리온,'271560,0.667
2018.02.14,한전KPS,'051600,0.811
2018.02.14,오리온,'271560,0.667
2018.02.14,코스맥스,'192820,0.429
2018.02.14,LS,'006260,0.667
2018.02.14,SK머티리얼즈,'036490,0.833
2018.02.14,한국전력,'015760,0.5
2018.02.14,대한해운,'005880,0.625
2018.02.14,한국콜마,'161890,0.143
2018.02.14,코스맥스,'192820,0.667
2018.02.14,코스맥스,'192820,0.333
2018.02.19,한국콜마,'161890,0.667
2018.02.19,코스맥스,'192820,0.667
2018.02.19,BGF리테일,'282330,0.5
2018.02.19,아바코,'083930,0.917
2018.02.19,GS리테일,'007070,0.571
2018.02.19,테스,'095610,0.667
2018.02.19,한미약품,'128940,0.5
2018.02.19,코스메카코리아,'241710,0.6
2018.02.19,한미약품,'128940,0.5
2018.02.19,코스메카코리아,'241710,0.583
2018.02.19,지엔씨에너지,'119850,0.722
2018.02.20,맥쿼리인프라,'088980,0.667
2018.02.21,키움증권,'039490,0.667
2018.02.22,삼성화재,'000810,0.667
2018.02.22,메디포스트,'078160,0.778
2018.02.22,파미셀,'005690,0.633
2018.02.23,동양생명,'082640,0.8
2018.02.23,씨티씨바이오,'060590,0.714
2018.02.23,삼성생명,'032830,0.667
2018.02.23,한화케미칼,'009830,0.667
2018.02.23,한화케미칼,'009830,0.758
2018.02.23,DB손해보험,'005830,0.857
2018.02.23,씨젠,'096530,0.857
2018.02.26,파크시스템스,'140860,0.833
2018.02.26,대한유화,'006650,1.0
2018.02.26,LG이노텍,'011070,0.611
2018.02.26,한화테크윈,'012450,0.4
2018.02.26,모트렉스,'118990,0.667
2018.02.26,롯데정밀화학,'004000,0.857
2018.02.26,현대해상,'001450,0.833
2018.02.26,한화생명,'088350,0.667
2018.02.27,이더블유케이,'258610,0.583
2018.02.27,아이엔지생명,'079440,0.667
2018.02.27,한화손해보험,'000370,0.714
2018.02.27,SKC,'011790,0.667
2018.02.27,대한유화,'006650,0.857
2018.02.28,호텔신라,'008770,0.833
2018.02.28,아모텍,'052710,0.667
2018.03.02,인트론바이오,'048530,0.583
2018.03.02,대한광통신,'010170,0.667
2018.03.02,한국가스공사,'036460,0.667
2018.03.02,레고켐바이오,'141080,0.818
2018.03.02,제넥신,'095700,0.545
2018.03.05,피에스케이,'031980,0.75
2018.03.05,금호산업,'002990,0.714
2018.03.05,아스트,'067390,0.8
2018.03.06,피에스케이,'031980,0.667
2018.03.06,에스디생명공학,'217480,1.0
2018.03.06,아스트,'067390,0.765
2018.03.07,파라다이스,'034230,0.625
2018.03.07,LG전자,'066570,0.833
2018.03.07,두산,'000150,0.909
2018.03.07,삼성전자,'005930,0.778
2018.03.08,화승엔터프라이즈,'241590,0.667
2018.03.08,삼성전자,'005930,0.78
2018.03.08,보라티알,'250000,0.714
2018.03.08,SK하이닉스,'000660,0.833
2018.03.09,롯데정밀화학,'004000,0.818
2018.03.09,대상,'001680,0.75
2018.03.09,대한해운,'005880,0.571
2018.03.09,에스원,'012750,0.667
2018.03.09,녹십자셀,'031390,0.667
2018.03.12,에스엠,'041510,0.833
2018.03.12,삼성전기,'009150,0.857
2018.03.12,삼성전기,'009150,0.889
2018.03.12,호텔신라,'008770,0.667
2018.03.12,실리콘웍스,'108320,0.667
2018.03.13,대우조선해양,'042660,0.857
2018.03.13,LG이노텍,'011070,0.667
2018.03.13,동양피스톤,'092780,0.667
2018.03.13,네오팜,'092730,0.833
2018.03.13,대상,'001680,0.857
2018.03.13,솔브레인,'036830,0.875
2018.03.13,롯데칠성,'005300,0.867
2018.03.13,에스디생명공학,'217480,0.75
2018.03.13,우리은행,'000030,0.889
2018.03.13,제이콘텐트리,'036420,0.8
2018.03.14,기아차,'000270,0.429
2018.03.14,LS산전,'010120,0.857
2018.03.14,제노포커스,'187420,0.846
2018.03.14,두산중공업,'034020,0.667
2018.03.14,유진테크,'084370,0.667
2018.03.14,삼성SDI,'006400,0.818
2018.03.14,한국타이어,'161390,0.67
2018.03.14,휴니드,'005870,0.778
2018.03.14,카카오,'035720,0.833
2018.03.15,KT,'030200,0.778
2018.03.15,에스엠,'041510,0.667
2018.03.15,더블유게임즈,'192080,0.886
2018.03.15,LG전자,'066570,0.667
2018.03.15,에스엠,'041510,0.667
2018.03.15,케이엠더블유,'032500,0.692
2018.03.15,메디포스트,'078160,0.667
2018.03.15,삼성엔지니어링,'028050,0.779
2018.03.15,씨티케이코스메틱스,'260930,0.762
2018.03.16,세원,'234100,0.667
2018.03.16,NHN엔터테인먼트,'181710,0.5
2018.03.16,롯데하이마트,'071840,0.75
2018.03.16,SIMPAC Metal,'090730,0.857
2018.03.16,씨에스윈드,'112610,0.778
2018.03.16,LG이노텍,'011070,0.76
2018.03.16,롯데푸드,'002270,0.857
2018.03.16,벽산,'007210,0.714
2018.03.19,JYP Ent.,'035900,0.571
2018.03.19,삼성중공업,'010140,0.667
2018.03.19,뷰웍스,'100120,0.538
2018.03.19,AP시스템,'265520,0.717
2018.03.19,LG디스플레이,'034220,0.333
2018.03.19,스튜디오드래곤,'253450,0.843
2018.03.19,한올바이오파마,'009420,0.667
2018.03.19,BNK금융지주,'138930,0.947
2018.03.19,포스코대우,'047050,0.75
2018.03.19,엔지켐생명과학,'183490,0.6
2018.03.19,유진테크,'084370,0.6
2018.03.19,SK,'034730,0.6
2018.03.19,제이콘텐트리,'036420,0.667
2018.03.20,BNK금융지주,'138930,0.947
2018.03.20,대우조선해양,'042660,0.773
2018.03.20,덴티움,'145720,0.857
2018.03.20,엔지스테크널러지,'208860,0.75
2018.03.20,JYP Ent.,'035900,0.896
2018.03.20,엔지켐생명과학,'183490,0.571
2018.03.21,대한항공,'003490,0.667
2018.03.21,하이비젼시스템,'126700,0.857
2018.03.21,SK디앤디,'210980,0.8
2018.03.21,BNK금융지주,'138930,0.825
2018.03.21,한양이엔지,'045100,0.75
2018.03.21,오리온,'271560,0.846
2018.03.21,LG디스플레이,'034220,0.545
2018.03.21,제넥신,'095700,0.545
2018.03.21,LG전자,'066570,0.667
2018.03.22,선데이토즈,'123420,0.8
2018.03.22,애경유화,'161000,0.769
2018.03.22,테크윙,'089030,0.778
2018.03.22,아미코젠,'092040,0.833
2018.03.22,삼성전기,'009150,0.784
2018.03.22,SK하이닉스,'000660,0.857
2018.03.22,랩지노믹스,'084650,0.714
2018.03.22,에프에스티,'036810,0.75
2018.03.22,쏠리드,'050890,0.857
2018.03.22,마크로젠,'038290,0.75
2018.03.22,랩지노믹스,'084650,0.722
2018.03.22,유한양행,'000100,0.5
2018.03.22,DGB금융지주,'139130,0.857
2018.03.22,화성산업,'002460,0.75
2018.03.22,한미반도체,'042700,0.875
2018.03.22,삼성전자,'005930,0.857
2018.03.23,대한항공,'003490,1.0
2018.03.23,대림산업,'000210,0.75
2018.03.23,대우조선해양,'042660,0.778
2018.03.23,KT&amp;G,'033780,0.772
2018.03.23,SK텔레콤,'017670,0.75
2018.03.26,하이트진로,'000080,0.789
2018.03.26,NEW,'160550,0.871
2018.03.26,LG생활건강,'051900,0.667
2018.03.26,아모레퍼시픽,'090430,0.5
2018.03.26,CJ대한통운,'000120,0.5
2018.03.26,한화생명,'088350,0.667
2018.03.26,미래에셋생명,'085620,0.667
2018.03.26,만도,'204320,0.601
2018.03.26,JB금융지주,'175330,0.812
2018.03.27,KB금융,'105560,0.933
2018.03.27,삼성중공업,'010140,0.833
2018.03.27,한온시스템,'018880,0.667
2018.03.27,엔씨소프트,'036570,0.875
2018.03.27,대우조선해양,'042660,0.733
2018.03.27,제일기획,'030000,0.667
2018.03.27,현대위아,'011210,0.556
2018.03.27,S-Oil,'010950,0.833
2018.03.27,롯데지주,'004990,0.667
2018.03.27,휴젤,'145020,0.818
2018.03.28,비에이치,'090460,0.667
2018.03.28,동원F&amp;B,'049770,0.742
2018.03.28,금호석유,'011780,0.833
2018.03.28,코웰패션,'033290,0.833
2018.03.28,한화케미칼,'009830,0.778
2018.03.28,한화손해보험,'000370,0.833
2018.03.28,JYP Ent.,'035900,0.864
2018.03.28,현대위아,'011210,0.333
2018.03.28,한샘,'009240,0.625
2018.03.28,네오위즈,'095660,0.833
2018.03.28,대상,'001680,0.833
2018.03.29,현대제철,'004020,0.75
2018.03.29,고려아연,'010130,0.236
2018.03.29,한국전력,'015760,0.7
2018.03.29,현대제철,'004020,0.667
2018.03.29,위닉스,'044340,0.968
2018.03.29,켐온,'217600,0.556
2018.03.29,롯데케미칼,'011170,0.375
2018.03.29,삼성전자,'005930,0.85
2018.03.29,강원랜드,'035250,0.286
2018.03.29,풍산,'103140,0.778
2018.03.29,SK텔레콤,'017670,0.75
2018.03.29,POSCO,'005490,0.833
2018.03.29,진성티이씨,'036890,0.778
2018.03.29,에머슨퍼시픽,'025980,0.643
2018.03.30,SK이노베이션,'096770,0.636
2018.03.30,삼성전자,'005930,0.857
2018.03.30,코나아이,'052400,0.667
2018.03.30,삼성물산,'028260,0.72
2018.03.30,롯데하이마트,'071840,0.789
2018.03.30,KCC,'002380,0.833
2018.03.30,대우조선해양,'042660,0.815
2018.03.30,대진디엠피,'065690,0.778
2018.03.30,삼성전자,'005930,0.667
2018.03.30,에스원,'012750,0.724
2018.03.30,GKL,'114090,0.833
2018.03.30,코오롱플라스틱,'138490,0.857
2018.03.30,CJ CGV,'079160,0.833
2018.04.02,LG화학,'051910,0.667
2018.04.02,롯데쇼핑,'023530,0.857
2018.04.02,덱스터,'206560,0.7
2018.04.02,S-Oil,'010950,0.571
2018.04.02,롯데케미칼,'011170,0.333
2018.04.02,SK가스,'018670,0.333
2018.04.02,디오,'039840,0.667
2018.04.02,GS,'078930,0.833
2018.04.02,한국가스공사,'036460,0.833
2018.04.02,로엔,'016170,0.714
2018.04.02,OCI,'010060,0.857
2018.04.02,한화케미칼,'009830,0.333
2018.04.02,GS,'078930,0.5
2018.04.02,금호석유,'011780,0.667
2018.04.02,한국전력,'015760,0.545
2018.04.02,LG전자,'066570,0.75
2018.04.02,현대글로비스,'086280,0.778
2018.04.02,엔에스쇼핑,'138250,0.667
2018.04.02,KCC,'002380,0.667
2018.04.02,포스코대우,'047050,0.75
2018.04.02,SK이노베이션,'096770,0.611
2018.04.02,LG상사,'001120,0.667
2018.04.02,SKC,'011790,0.67
2018.04.03,SIMPAC Metal,'090730,0.905
2018.04.03,대명코퍼레이션,'007720,0.769
2018.04.03,SKC,'011790,0.8
2018.04.03,엔에스쇼핑,'138250,0.667
2018.04.03,CJ CGV,'079160,0.75
2018.04.03,롯데제과,'280360,0.857
2018.04.03,태광,'023160,0.813
2018.04.03,코오롱인더,'120110,0.682
2018.04.04,삼성전기,'009150,0.769
2018.04.04,네오위즈,'095660,0.667
2018.04.04,에머슨퍼시픽,'025980,0.83
2018.04.04,LG디스플레이,'034220,0.333
2018.04.04,아프리카TV,'067160,0.846
2018.04.04,LG하우시스,'108670,0.714
2018.04.04,KT&amp;G,'033780,0.571
2018.04.04,한국전력,'015760,0.778
2018.04.04,휴온스,'243070,0.778
2018.04.04,금호석유,'011780,0.732
2018.04.04,파라다이스,'034230,0.691
2018.04.05,한전KPS,'051600,0.67
2018.04.05,연우,'115960,0.875
2018.04.05,팬오션,'028670,0.636
2018.04.05,태영건설,'009410,0.793
2018.04.05,파라다이스,'034230,0.833
2018.04.05,LG생활건강,'051900,0.667
2018.04.05,파트론,'091700,0.667
2018.04.05,코스맥스,'192820,0.885
2018.04.05,팬오션,'028670,0.571
2018.04.05,넷마블게임즈,'251270,0.667
2018.04.05,넷마블게임즈,'251270,0.857
2018.04.05,신세계인터내셔날,'031430,0.833
2018.04.06,지엔씨에너지,'119850,0.67
2018.04.06,코웨이,'021240,0.75
2018.04.06,두산인프라코어,'042670,0.857
2018.04.06,KT,'030200,0.737
2018.04.06,KCC,'002380,0.667
2018.04.06,현대백화점,'069960,0.667
2018.04.09,기아차,'000270,0.667
2018.04.09,KT&amp;G,'033780,0.8
2018.04.09,LG디스플레이,'034220,0.833
2018.04.09,현대그린푸드,'005440,0.786
2018.04.09,삼성전자,'005930,0.857
2018.04.09,GS건설,'006360,0.818
2018.04.09,GS건설,'006360,0.667
2018.04.09,휴켐스,'069260,0.75
2018.04.09,한국콜마,'161890,0.667
2018.04.09,현대모비스,'012330,0.5
2018.04.09,코리안리,'003690,0.86
2018.04.09,연우,'115960,0.545
2018.04.09,쇼박스,'086980,0.854
2018.04.09,삼성바이오로직스,'207940,0.841
2018.04.09,CJ CGV,'079160,0.667
2018.04.09,삼성전자,'005930,0.667
2018.04.09,GS건설,'006360,0.667
2018.04.09,현대차,'005380,0.595
2018.04.09,에스엠,'041510,0.769
2018.04.09,LG유플러스,'032640,0.667
2018.04.09,LG전자,'066570,0.615
2018.04.09,삼성전자,'005930,0.714
2018.04.09,현대차,'005380,0.4
2018.04.09,기아차,'000270,0.666
2018.04.09,현대산업,'012630,0.833
2018.04.09,LG전자,'066570,1.0
2018.04.09,LG전자,'066570,0.818
2018.04.09,GS건설,'006360,0.667
2018.04.09,NHN벅스,'104200,0.572
2018.04.09,삼성물산,'028260,0.5
2018.04.10,현대모비스,'012330,0.5
2018.04.10,에프엔씨엔터,'173940,0.682
2018.04.10,에스엠,'041510,0.333
2018.04.10,삼성바이오로직스,'207940,0.857
2018.04.10,셀트리온,'068270,0.857
2018.04.10,한미약품,'128940,0.857
2018.04.10,휴젤,'145020,0.786
2018.04.10,비에이치,'090460,0.667
2018.04.10,두산엔진,'082740,0.923
2018.04.10,비에이치,'090460,0.874
2018.04.10,메디톡스,'086900,1.0
2018.04.10,동아에스티,'170900,0.435
2018.04.10,유한양행,'000100,0.667
2018.04.10,SK텔레콤,'017670,0.75
2018.04.10,SK케미칼,'285130,0.667
2018.04.10,POSCO,'005490,0.857
2018.04.10,CJ CGV,'079160,0.75
2018.04.10,포스코대우,'047050,0.75
2018.04.10,와이지엔터테인먼트,'122870,0.724
2018.04.10,동성화인텍,'033500,0.857
2018.04.10,LG전자,'066570,0.714
2018.04.10,셀트리온헬스케어,'091990,0.714
2018.04.10,SK하이닉스,'000660,0.714
2018.04.10,대웅제약,'069620,0.867
2018.04.10,삼성전자,'005930,0.714
2018.04.11,파크시스템스,'140860,0.857
2018.04.11,파라다이스,'034230,0.875
2018.04.11,카카오,'035720,0.778
2018.04.11,대우조선해양,'042660,0.7
2018.04.11,신세계인터내셔날,'031430,0.818
2018.04.11,아진엑스텍,'059120,0.824
2018.04.11,고려아연,'010130,0.5
2018.04.11,LG디스플레이,'034220,0.294
2018.04.11,스카이라이프,'053210,0.286
2018.04.11,현대위아,'011210,0.6
2018.04.12,SK머티리얼즈,'036490,0.667
2018.04.12,디티앤씨,'187220,0.75
2018.04.12,유진테크,'084370,0.667
2018.04.12,현대차,'005380,0.571
2018.04.12,삼성전기,'009150,0.917
2018.04.12,대한광통신,'010170,0.857
2018.04.12,한온시스템,'018880,0.462
2018.04.12,일진머티리얼즈,'020150,0.556
2018.04.12,롯데정밀화학,'004000,0.8
2018.04.12,솔브레인,'036830,1.0
2018.04.12,제일기획,'030000,0.667
2018.04.12,현대건설기계,'267270,0.857
2018.04.12,기아차,'000270,0.667
2018.04.12,롯데하이마트,'071840,0.692
2018.04.12,대한유화,'006650,0.774
2018.04.12,아스트,'067390,0.778
2018.04.12,CJ헬로,'037560,0.667
2018.04.12,루트로닉,'085370,0.773
2018.04.12,삼성SDI,'006400,0.667
2018.04.12,휴젤,'145020,0.857
2018.04.12,삼성생명,'032830,0.714
2018.04.12,유진기업,'023410,0.778
2018.04.13,GS리테일,'007070,0.5
2018.04.13,현대에이치씨엔,'126560,0.667
2018.04.13,넥센타이어,'002350,0.375
2018.04.13,현대산업,'012630,0.833
2018.04.13,지역난방공사,'071320,0.898
2018.04.13,BGF리테일,'282330,0.667
2018.04.13,SK텔레콤,'017670,0.784
2018.04.13,신세계,'004170,0.667
2018.04.13,JYP Ent.,'035900,0.912
2018.04.13,호텔신라,'008770,0.833
2018.04.13,LG이노텍,'011070,0.77
2018.04.13,원익QnC,'074600,0.857
2018.04.16,디티앤씨,'187220,0.778
2018.04.16,실리콘웍스,'108320,0.667
2018.04.16,오로라,'039830,0.75
2018.04.16,더블유게임즈,'192080,0.833
2018.04.16,LG상사,'001120,0.667
2018.04.16,뉴트리바이오텍,'222040,0.778
2018.04.16,파라다이스,'034230,0.857
2018.04.16,이엔에프테크놀로지,'102710,0.667
2018.04.16,덱스터,'206560,0.571
2018.04.16,화승엔터프라이즈,'241590,0.857
2018.04.16,선데이토즈,'123420,0.8
2018.04.16,맥쿼리인프라,'088980,0.606
2018.04.16,우리은행,'000030,0.667
2018.04.16,스튜디오드래곤,'253450,0.818
2018.04.16,피에스케이,'031980,0.833
2018.04.16,KT&amp;G,'033780,0.667
2018.04.16,아모레퍼시픽,'090430,0.75
2018.04.16,셀바스AI,'108860,0.846
2018.04.16,테크윙,'089030,0.667
2018.04.16,용평리조트,'070960,0.714
2018.04.17,한샘,'009240,0.333
2018.04.17,화승엔터프라이즈,'241590,0.833
2018.04.17,한샘,'009240,0.286
2018.04.17,현대중공업,'009540,0.778
2018.04.17,NAVER,'035420,0.6
2018.04.17,LS산전,'010120,0.786
2018.04.17,F&amp;F,'007700,0.769
2018.04.17,현대미포조선,'010620,0.667
2018.04.17,SK이노베이션,'096770,0.857
2018.04.17,삼성중공업,'010140,0.357
2018.04.17,텍셀네트컴,'038540,0.867
2018.04.17,유비벨록스,'089850,0.857
2018.04.17,카카오,'035720,0.636
2018.04.18,인크로스,'216050,0.857
2018.04.18,텔레필드,'091440,0.833
2018.04.18,대명코퍼레이션,'007720,0.817
2018.04.18,한화,'000880,0.778
2018.04.18,두산인프라코어,'042670,0.786
2018.04.18,한국타이어,'161390,0.571
2018.04.18,팅크웨어,'084730,0.756
2018.04.18,카카오M,'016170,0.5
2018.04.18,한국전력,'015760,0.667
2018.04.18,한샘,'009240,0.333
2018.04.18,SK하이닉스,'000660,0.857
2018.04.19,웹젠,'069080,0.889
2018.04.19,이노션,'214320,0.667
2018.04.19,게임빌,'063080,0.333
2018.04.19,컴투스,'078340,0.667
2018.04.19,컴투스,'078340,0.833
2018.04.20,삼성중공업,'010140,0.75
2018.04.20,CJ제일제당,'097950,0.667
2018.04.20,현대중공업,'009540,0.778
2018.04.20,KB금융,'105560,0.714
2018.04.20,KB금융,'105560,0.714
2018.04.20,현대미포조선,'010620,0.571
2018.04.20,KB금융,'105560,0.667
2018.04.20,KB금융,'105560,0.67
2018.04.20,KB금융,'105560,0.667
2018.04.20,KB금융,'105560,0.75
2018.04.20,서울반도체,'046890,0.775
2018.04.23,롯데정밀화학,'004000,0.857
2018.04.23,코텍,'052330,1.0
2018.04.23,하나금융지주,'086790,0.931
2018.04.23,신한지주,'055550,0.667
2018.04.23,삼진제약,'005500,0.714
2018.04.23,우리은행,'000030,0.667
2018.04.23,인터로조,'119610,0.818
2018.04.23,하나금융지주,'086790,0.833
2018.04.23,우리은행,'000030,0.857
2018.04.23,아모텍,'052710,0.8
2018.04.23,SK디앤디,'210980,0.667
2018.04.23,신한지주,'055550,0.667
2018.04.23,하나금융지주,'086790,1.0
2018.04.23,한화케미칼,'009830,0.778
2018.04.23,현대중공업지주,'267250,0.833
2018.04.23,아시아나항공,'020560,0.75
2018.04.23,포스코켐텍,'003670,0.75
2018.04.23,우리은행,'000030,1.0
2018.04.23,LS산전,'010120,0.833
2018.04.23,쌍용차,'003620,0.397
2018.04.23,신한지주,'055550,0.667
2018.04.23,우리은행,'000030,0.667
2018.04.23,신한지주,'055550,0.714
2018.04.23,하나금융지주,'086790,1.0
2018.04.23,하나금융지주,'086790,0.8
2018.04.23,쌍용차,'003620,0.714
2018.04.23,신한지주,'055550,0.667
2018.04.23,포스코 ICT,'022100,0.667
2018.04.23,유니테스트,'086390,0.875
2018.04.24,하나금융지주,'086790,0.667
2018.04.24,넷마블,'251270,0.75
